file_name,WS,Ag,A80,Rp0.2,Rm,s,u,SB,SW,SR,MR,KEA,GSA,BFA,Grat
DP600_1mm_u10_SB040_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,65,0.02,0.02,6.77,31.08,62.15,0.0
DP600_1mm_u10_SB040_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,65,0.035,0.02,6.77,32.27,60.96,0.4
DP600_1mm_u10_SB040_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,65,0.05,0.02,7.57,34.66,57.77,0.0
DP600_1mm_u10_SB040_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,75,0.02,0.02,6.77,30.68,62.55,0.0
DP600_1mm_u10_SB040_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,75,0.05,0.02,7.17,33.47,59.36,0.0
DP600_1mm_u10_SB050_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,45,0.02,0.02,7.17,29.48,63.35,0.0
DP600_1mm_u10_SB050_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,45,0.035,0.02,7.97,31.08,60.96,0.0
DP600_1mm_u10_SB050_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,45,0.05,0.02,7.97,29.48,62.55,1.2
DP600_1mm_u10_SB050_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,55,0.02,0.02,7.17,27.49,65.34,0.8
DP600_1mm_u10_SB050_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,55,0.035,0.02,7.57,29.48,62.95,0.0
DP600_1mm_u10_SB050_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,55,0.05,0.02,7.97,31.47,60.56,0.0
DP600_1mm_u10_SB050_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,65,0.02,0.02,7.17,31.08,61.75,0.4
DP600_1mm_u10_SB050_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,75,0.02,0.02,7.17,30.28,62.55,0.4
DP600_1mm_u10_SB050_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,75,0.035,0.02,7.54,29.37,63.1,0.0
DP600_1mm_u10_SB050_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.5,75,0.05,0.02,7.97,30.28,61.75,0.4
DP600_1mm_u15_SB010_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,45,0.02,0.02,4.38,52.59,43.03,0.4
DP600_1mm_u15_SB010_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,45,0.035,0.02,4.38,51.79,43.82,0.0
DP600_1mm_u15_SB010_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,45,0.05,0.02,4.38,54.18,41.43,0.0
DP600_1mm_u15_SB010_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,55,0.02,0.02,3.19,62.95,33.86,0.8
DP600_1mm_u15_SB010_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,55,0.035,0.02,3.19,64.14,32.67,0.8
DP600_1mm_u15_SB010_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,55,0.05,0.02,3.59,64.14,32.27,0.4
DP600_1mm_u15_SB010_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,65,0.02,0.02,2.39,69.72,27.89,3.98
DP600_1mm_u15_SB010_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,65,0.035,0.02,2.39,72.51,25.1,2.79
DP600_1mm_u15_SB010_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,65,0.05,0.02,2.39,73.31,24.3,1.99
DP600_1mm_u15_SB010_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,75,0.02,0.02,2.39,79.68,17.93,2.39
DP600_1mm_u15_SB010_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,75,0.035,0.02,1.99,78.88,19.12,2.39
DP600_1mm_u15_SB010_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.1,75,0.05,0.02,1.99,77.29,20.72,0.4
DP600_1mm_u15_SB020_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,45,0.02,0.02,5.98,41.43,52.59,0.0
DP600_1mm_u15_SB020_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,45,0.035,0.02,5.98,40.24,53.78,0.8
DP600_1mm_u15_SB020_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,45,0.05,0.02,6.35,40.87,52.78,0.0
DP600_1mm_u15_SB020_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,55,0.02,0.02,5.18,43.03,51.79,0.0
DP600_1mm_u15_SB020_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,55,0.035,0.02,5.95,42.46,51.59,0.0
DP600_1mm_u15_SB020_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,55,0.05,0.02,5.95,43.65,50.4,0.0
DP600_1mm_u15_SB020_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,65,0.02,0.02,5.16,43.25,51.59,0.0
DP600_1mm_u15_SB020_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,65,0.035,0.02,5.56,45.24,49.21,0.0
DP600_1mm_u15_SB020_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,65,0.05,0.02,5.58,46.61,47.81,0.8
DP600_1mm_u15_SB020_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,75,0.02,0.02,4.78,43.43,51.79,0.0
DP600_1mm_u15_SB020_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,75,0.035,0.02,5.18,43.82,51.0,0.0
DP600_1mm_u15_SB020_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.2,75,0.05,0.02,5.16,45.24,49.6,0.0
DP600_1mm_u15_SB030_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,45,0.02,0.02,7.17,30.68,62.15,0.0
DP600_1mm_u15_SB030_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,45,0.035,0.02,7.94,30.16,61.9,0.0
DP600_1mm_u15_SB030_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,45,0.05,0.02,8.33,30.56,61.11,0.0
DP600_1mm_u15_SB030_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,55,0.02,0.02,7.17,31.08,61.75,0.0
DP600_1mm_u15_SB030_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,55,0.035,0.02,7.57,32.67,59.76,0.4
DP600_1mm_u15_SB030_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,55,0.05,0.02,7.97,30.28,61.75,0.0
DP600_1mm_u15_SB030_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,65,0.02,0.02,7.14,32.14,60.71,0.0
DP600_1mm_u15_SB030_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,65,0.035,0.02,7.57,31.87,60.56,0.0
DP600_1mm_u15_SB030_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,65,0.05,0.02,7.94,32.94,59.13,0.0
DP600_1mm_u15_SB030_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,75,0.02,0.02,7.14,31.75,61.11,0.0
DP600_1mm_u15_SB030_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,75,0.035,0.02,7.54,31.75,60.71,0.0
DP600_1mm_u15_SB030_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.3,75,0.05,0.02,7.94,33.73,58.33,0.0
DP600_1mm_u15_SB040_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,45,0.02,0.02,8.76,29.88,61.35,0.4
DP600_1mm_u15_SB040_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,45,0.035,0.02,9.16,27.49,63.35,0.4
DP600_1mm_u15_SB040_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,45,0.05,0.02,9.52,26.98,63.49,0.0
DP600_1mm_u15_SB040_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,55,0.02,0.02,8.73,27.38,63.89,0.0
DP600_1mm_u15_SB040_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,55,0.035,0.02,8.76,28.29,62.95,0.0
DP600_1mm_u15_SB040_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,55,0.05,0.02,9.56,31.47,58.96,0.8
DP600_1mm_u15_SB040_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,65,0.02,0.02,8.37,27.89,63.75,0.8
DP600_1mm_u15_SB040_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,65,0.035,0.02,8.37,26.69,64.94,0.0
DP600_1mm_u15_SB040_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,65,0.05,0.02,9.16,28.29,62.55,0.0
DP600_1mm_u15_SB040_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,75,0.02,0.02,8.06,29.03,62.9,0.0
DP600_1mm_u15_SB040_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,75,0.035,0.02,9.13,27.78,63.1,0.0
DP600_1mm_u15_SB040_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.4,75,0.05,0.02,9.52,26.19,64.29,0.0
DP600_1mm_u15_SB050_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,45,0.02,0.02,8.47,25.4,66.13,0.0
DP600_1mm_u15_SB050_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,45,0.035,0.02,9.52,27.78,62.7,0.0
DP600_1mm_u15_SB050_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,45,0.05,0.02,9.96,27.09,62.95,0.4
DP600_1mm_u15_SB050_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,55,0.02,0.02,8.73,25.79,65.48,0.4
DP600_1mm_u15_SB050_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,55,0.035,0.02,8.87,25.4,65.73,0.0
DP600_1mm_u15_SB050_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,55,0.05,0.02,9.96,27.49,62.55,0.0
DP600_1mm_u15_SB050_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,65,0.02,0.02,8.06,24.6,67.34,0.0
DP600_1mm_u15_SB050_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,65,0.035,0.02,8.87,24.19,66.94,0.0
DP600_1mm_u15_SB050_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,65,0.05,0.02,9.92,28.57,61.51,0.0
DP600_1mm_u15_SB050_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,75,0.02,0.02,8.47,24.6,66.94,0.0
DP600_1mm_u15_SB050_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,15,0.5,75,0.035,0.02,9.52,27.78,62.7,0.0
DP800_05mm_u10_SB010_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,45,0.02,0.02,6.4,53.6,40.0,0.0
DP800_05mm_u10_SB010_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,45,0.035,0.02,6.56,52.46,40.98,1.64
DP800_05mm_u10_SB010_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,45,0.05,0.02,7.38,53.28,39.34,1.64
DP800_05mm_u10_SB010_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,55,0.02,0.02,6.4,55.2,38.4,0.8
DP800_05mm_u10_SB010_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,55,0.035,0.02,6.4,58.4,35.2,1.6
DP800_05mm_u10_SB010_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,55,0.05,0.02,6.56,59.02,34.43,0.0
DP800_05mm_u10_SB010_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,65,0.02,0.02,5.6,55.2,39.2,0.8
DP800_05mm_u10_SB010_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,65,0.05,0.02,6.56,62.3,31.15,0.82
DP800_05mm_u10_SB010_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,75,0.02,0.02,4.8,60.8,34.4,0.0
DP800_05mm_u10_SB010_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,75,0.035,0.02,4.8,65.6,29.6,0.0
DP800_05mm_u10_SB010_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.1,75,0.05,0.02,6.5,65.04,28.46,0.0
DP800_05mm_u10_SB020_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,45,0.02,0.02,8.94,38.21,52.85,0.81
DP800_05mm_u10_SB020_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,45,0.035,0.02,9.02,38.52,52.46,0.82
DP800_05mm_u10_SB020_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,55,0.02,0.02,8.94,34.15,56.91,3.25
DP800_05mm_u10_SB020_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,55,0.035,0.02,9.02,38.52,52.46,0.82
DP800_05mm_u10_SB020_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,55,0.05,0.02,10.0,40.83,49.17,1.67
DP800_05mm_u10_SB020_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,65,0.02,0.02,8.8,41.6,49.6,1.6
DP800_05mm_u10_SB020_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,65,0.035,0.02,8.2,43.44,48.36,0.82
DP800_05mm_u10_SB020_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,65,0.05,0.02,9.02,49.18,41.8,0.0
DP800_05mm_u10_SB020_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.2,75,0.05,0.02,9.84,45.9,44.26,1.64
DP800_05mm_u10_SB030_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,45,0.02,0.02,9.76,34.96,55.28,2.44
DP800_05mm_u10_SB030_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,45,0.035,0.02,10.4,39.2,50.4,3.2
DP800_05mm_u10_SB030_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,45,0.05,0.02,10.92,37.82,51.26,1.68
DP800_05mm_u10_SB030_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,55,0.02,0.02,8.94,34.96,56.1,0.81
DP800_05mm_u10_SB030_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,55,0.05,0.02,10.66,37.7,51.64,0.82
DP800_05mm_u10_SB030_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,65,0.02,0.02,8.2,38.52,53.28,0.82
DP800_05mm_u10_SB030_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,65,0.05,0.02,10.0,41.67,48.33,0.0
DP800_05mm_u10_SB030_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,75,0.02,0.02,8.94,36.59,54.47,0.0
DP800_05mm_u10_SB030_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,75,0.035,0.02,9.84,40.16,50.0,2.46
DP800_05mm_u10_SB030_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.3,75,0.05,0.02,11.67,40.83,47.5,0.83
DP800_05mm_u10_SB040_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.4,55,0.02,0.02,9.76,33.33,56.91,1.63
DP800_05mm_u10_SB040_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.4,55,0.035,0.02,10.57,39.02,50.41,0.81
DP800_05mm_u10_SB040_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.4,55,0.05,0.02,10.92,42.02,47.06,2.52
DP800_05mm_u10_SB040_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.4,65,0.02,0.02,8.94,36.59,54.47,0.81
DP800_05mm_u10_SB040_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.4,65,0.035,0.02,9.84,37.7,52.46,1.64
DP800_05mm_u10_SB040_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.4,65,0.05,0.02,10.83,41.67,47.5,1.67
DP800_05mm_u10_SB040_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.4,75,0.02,0.02,8.94,38.21,52.85,2.44
DP800_05mm_u10_SB050_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,45,0.02,0.02,8.94,39.84,51.22,1.63
DP800_05mm_u10_SB050_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,45,0.035,0.02,10.57,37.4,52.03,0.81
DP800_05mm_u10_SB050_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,45,0.05,0.02,11.67,34.17,54.17,0.83
DP800_05mm_u10_SB050_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,55,0.02,0.02,8.94,34.96,56.1,0.81
DP800_05mm_u10_SB050_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,55,0.05,0.02,10.83,37.5,51.67,1.67
DP800_05mm_u10_SB050_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,65,0.02,0.02,9.76,34.15,56.1,0.81
DP800_05mm_u10_SB050_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,65,0.035,0.02,9.84,37.7,52.46,2.46
DP800_05mm_u10_SB050_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,65,0.05,0.02,10.83,39.17,50.0,0.0
DP800_05mm_u10_SB050_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,75,0.02,0.02,9.76,39.02,51.22,2.44
DP800_05mm_u10_SB050_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,75,0.035,0.02,9.84,36.89,53.28,1.64
DP800_05mm_u10_SB050_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,10,0.5,75,0.05,0.02,10.92,37.82,51.26,1.68
DP800_05mm_u15_SB010_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,45,0.02,0.02,7.38,49.18,43.44,0.82
DP800_05mm_u15_SB010_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,45,0.05,0.02,8.2,52.46,39.34,1.64
DP800_05mm_u15_SB010_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,55,0.02,0.02,8.0,51.2,40.8,0.8
DP800_05mm_u15_SB010_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,55,0.035,0.02,8.0,52.8,39.2,0.8
DP800_05mm_u15_SB010_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,55,0.05,0.02,8.2,54.92,36.89,0.82
DP800_05mm_u15_SB010_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,65,0.02,0.02,6.4,59.2,34.4,0.8
DP800_05mm_u15_SB010_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,65,0.035,0.02,6.56,56.56,36.89,0.82
DP800_05mm_u15_SB010_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,65,0.05,0.02,7.38,58.2,34.43,0.82
DP800_05mm_u15_SB010_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,75,0.02,0.02,5.74,57.38,36.89,0.82
DP800_05mm_u15_SB010_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,75,0.035,0.02,6.5,57.72,35.77,0.0
DP800_05mm_u15_SB010_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.1,75,0.05,0.02,7.38,59.02,33.61,0.0
DP800_05mm_u15_SB020_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,45,0.02,0.02,10.66,31.15,58.2,0.0
DP800_05mm_u15_SB020_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,45,0.035,0.02,11.48,31.97,56.56,2.46
DP800_05mm_u15_SB020_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,45,0.05,0.02,12.61,31.93,55.46,0.84
DP800_05mm_u15_SB020_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,55,0.02,0.02,11.38,33.33,55.28,0.0
DP800_05mm_u15_SB020_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,55,0.035,0.02,12.3,32.79,54.92,0.82
DP800_05mm_u15_SB020_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,55,0.05,0.02,13.45,26.89,59.66,0.84
DP800_05mm_u15_SB020_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,65,0.02,0.02,11.38,30.89,57.72,0.81
DP800_05mm_u15_SB020_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,65,0.035,0.02,12.2,28.46,59.35,0.0
DP800_05mm_u15_SB020_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,65,0.05,0.02,12.5,35.0,52.5,0.83
DP800_05mm_u15_SB020_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,75,0.02,0.02,10.66,31.15,58.2,0.0
DP800_05mm_u15_SB020_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,75,0.035,0.02,11.38,38.21,50.41,2.44
DP800_05mm_u15_SB020_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.2,75,0.05,0.02,12.5,35.83,51.67,0.83
DP800_05mm_u15_SB030_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,45,0.02,0.02,11.48,27.87,60.66,0.82
DP800_05mm_u15_SB030_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,45,0.035,0.02,12.3,31.15,56.56,0.0
DP800_05mm_u15_SB030_SW45_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,45,0.05,0.02,14.17,26.67,59.17,0.83
DP800_05mm_u15_SB030_SW55_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,55,0.02,0.02,10.66,30.33,59.02,0.82
DP800_05mm_u15_SB030_SW55_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,55,0.035,0.02,13.01,30.08,56.91,0.81
DP800_05mm_u15_SB030_SW55_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,55,0.05,0.02,13.33,33.33,53.33,0.83
DP800_05mm_u15_SB030_SW65_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,65,0.02,0.02,12.2,30.08,57.72,1.63
DP800_05mm_u15_SB030_SW65_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,65,0.035,0.02,12.3,32.79,54.92,3.28
DP800_05mm_u15_SB030_SW65_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,65,0.05,0.02,14.17,31.67,54.17,0.83
DP800_05mm_u15_SB030_SW75_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,75,0.02,0.02,11.38,26.83,61.79,0.81
DP800_05mm_u15_SB030_SW75_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,75,0.035,0.02,12.2,31.71,56.1,0.0
DP800_05mm_u15_SB030_SW75_SH08_SR005_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.3,75,0.05,0.02,14.17,31.67,54.17,1.67
DP800_05mm_u15_SB040_SW45_SH08_SR002_MR002,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,45,0.02,0.02,12.0,30.4,57.6,0.8
DP800_05mm_u15_SB040_SW45_SH08_SR0035_MR00,DP800,14.7,20.6,496.5,810.1,0.5,15,0.4,45,0.035,0.02,13.01,33.33,53.66,2.44
