file_name,WS,Ag,A80,Rp0.2,Rm,s,u,SB,SW,SR,MR,KEA,GSA,BFA,Grat
DC03_15mm_u15_SB020_SW45_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,45,0.035,0.02,10.8,61.7,27.51,3.86
DC03_15mm_u15_SB020_SW45_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,45,0.05,0.02,10.89,59.41,29.7,4.7
DC03_15mm_u15_SB020_SW55_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,55,0.02,0.02,9.16,60.89,29.95,2.48
DC03_15mm_u15_SB020_SW55_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,55,0.035,0.02,9.0,65.3,25.71,2.83
DC03_15mm_u15_SB020_SW55_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,55,0.05,0.02,8.93,61.79,29.28,1.74
DC03_15mm_u15_SB020_SW65_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,65,0.02,0.02,7.2,71.46,21.34,2.98
DC03_15mm_u15_SB020_SW65_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,65,0.035,0.02,7.2,71.47,21.34,1.29
DC03_15mm_u15_SB020_SW65_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,65,0.05,0.02,6.95,67.74,25.31,0.74
DC03_15mm_u15_SB020_SW75_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,75,0.02,0.02,5.69,75.74,18.56,0.99
DC03_15mm_u15_SB020_SW75_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,75,0.035,0.02,5.66,74.55,19.79,1.29
DC03_15mm_u15_SB020_SW75_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.2,75,0.05,0.02,5.94,71.53,22.52,0.5
DC03_15mm_u15_SB030_SW45_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,45,0.02,0.02,11.63,57.92,30.45,0.5
DC03_15mm_u15_SB030_SW45_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,45,0.035,0.02,11.83,59.9,28.28,1.54
DC03_15mm_u15_SB030_SW45_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,45,0.05,0.02,11.88,58.66,29.46,1.49
DC03_15mm_u15_SB030_SW55_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,55,0.02,0.02,10.89,63.37,25.74,0.5
DC03_15mm_u15_SB030_SW55_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,55,0.035,0.02,10.8,60.15,29.05,1.29
DC03_15mm_u15_SB030_SW55_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,55,0.05,0.02,11.14,61.88,26.98,0.5
DC03_15mm_u15_SB030_SW65_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,65,0.02,0.02,9.65,61.14,29.21,0.74
DC03_15mm_u15_SB030_SW65_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,65,0.035,0.02,10.28,61.95,27.76,3.08
DC03_15mm_u15_SB030_SW65_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,65,0.05,0.02,10.4,62.62,26.98,1.24
DC03_15mm_u15_SB030_SW75_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,75,0.02,0.02,9.16,61.39,29.46,0.5
DC03_15mm_u15_SB030_SW75_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,75,0.035,0.02,9.51,62.47,28.02,1.03
DC03_15mm_u15_SB030_SW75_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.3,75,0.05,0.02,9.41,54.21,36.39,0.74
DC03_15mm_u15_SB040_SW45_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,45,0.02,0.02,12.41,56.58,31.02,1.74
DC03_15mm_u15_SB040_SW45_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,45,0.035,0.02,12.6,55.27,32.13,1.29
DC03_15mm_u15_SB040_SW45_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,45,0.05,0.02,12.87,49.5,37.62,0.74
DC03_15mm_u15_SB040_SW55_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,55,0.02,0.02,12.38,58.17,29.46,1.49
DC03_15mm_u15_SB040_SW55_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,55,0.035,0.02,12.6,58.1,29.31,0.77
DC03_15mm_u15_SB040_SW55_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,55,0.05,0.02,12.62,55.2,32.18,1.73
DC03_15mm_u15_SB040_SW65_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,65,0.02,0.02,12.13,57.92,29.95,1.49
DC03_15mm_u15_SB040_SW65_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,65,0.035,0.02,12.08,56.56,31.36,0.51
DC03_15mm_u15_SB040_SW65_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,65,0.05,0.02,12.16,54.34,33.5,0.74
DC03_15mm_u15_SB040_SW75_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,75,0.02,0.02,11.63,59.65,28.71,0.5
DC03_15mm_u15_SB040_SW75_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,75,0.035,0.02,11.83,62.21,25.96,0.77
DC03_15mm_u15_SB040_SW75_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.4,75,0.05,0.02,12.38,58.91,28.71,1.49
DC03_15mm_u15_SB050_SW45_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,45,0.02,0.02,13.86,54.7,31.44,1.24
DC03_15mm_u15_SB050_SW45_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,45,0.05,0.02,14.11,56.19,29.7,1.49
DC03_15mm_u15_SB050_SW55_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,55,0.02,0.02,13.86,54.95,31.19,0.74
DC03_15mm_u15_SB050_SW55_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,55,0.035,0.02,13.88,57.07,29.05,0.77
DC03_15mm_u15_SB050_SW55_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,55,0.05,0.02,13.9,54.09,32.01,2.98
DC03_15mm_u15_SB050_SW65_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,65,0.02,0.02,13.65,56.33,30.02,1.74
DC03_15mm_u15_SB050_SW65_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,65,0.035,0.02,13.62,55.78,30.59,1.29
DC03_15mm_u15_SB050_SW65_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,65,0.05,0.02,13.86,54.95,31.19,3.96
DC03_15mm_u15_SB050_SW75_SH08_SR002_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,75,0.02,0.02,13.9,67.49,18.61,1.49
DC03_15mm_u15_SB050_SW75_SH08_SR0035_MR00,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,75,0.035,0.02,14.14,67.61,18.25,2.31
DC03_15mm_u15_SB050_SW75_SH08_SR005_MR002,DC03,22.7,42.2,171.8,317.6,1.5,15,0.5,75,0.05,0.02,13.61,54.7,31.68,0.99
DP600_05mm_u10_SB010_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,45,0.02,0.02,6.5,52.03,41.46,0.81
DP600_05mm_u10_SB010_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,45,0.035,0.02,6.5,51.22,42.28,0.81
DP600_05mm_u10_SB010_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,45,0.05,0.02,7.14,53.97,38.89,0.0
DP600_05mm_u10_SB010_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,55,0.02,0.02,5.69,50.41,43.9,0.81
DP600_05mm_u10_SB010_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,55,0.035,0.02,6.35,56.35,37.3,0.79
DP600_05mm_u10_SB010_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,55,0.05,0.02,7.14,57.94,34.92,2.38
DP600_05mm_u10_SB010_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,65,0.02,0.02,6.35,58.73,34.92,0.79
DP600_05mm_u10_SB010_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,65,0.035,0.02,6.35,58.73,34.92,1.59
DP600_05mm_u10_SB010_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,75,0.02,0.02,4.88,60.16,34.96,1.63
DP600_05mm_u10_SB010_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,75,0.035,0.02,5.56,64.29,30.16,0.0
DP600_05mm_u10_SB010_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.1,75,0.05,0.02,5.56,67.46,26.98,0.0
DP600_05mm_u10_SB020_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,45,0.02,0.02,8.13,42.28,49.59,2.44
DP600_05mm_u10_SB020_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,45,0.035,0.02,8.94,38.21,52.85,2.44
DP600_05mm_u10_SB020_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,45,0.05,0.02,9.68,45.97,44.35,0.81
DP600_05mm_u10_SB020_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,55,0.02,0.02,8.13,35.77,56.1,0.81
DP600_05mm_u10_SB020_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,55,0.035,0.02,8.87,41.94,49.19,0.81
DP600_05mm_u10_SB020_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,55,0.05,0.02,9.76,43.09,47.15,0.81
DP600_05mm_u10_SB020_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,65,0.02,0.02,8.87,37.9,53.23,0.81
DP600_05mm_u10_SB020_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,65,0.035,0.02,8.87,41.94,49.19,0.81
DP600_05mm_u10_SB020_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,65,0.05,0.02,9.68,45.16,45.16,0.81
DP600_05mm_u10_SB020_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,75,0.02,0.02,8.06,39.52,52.42,0.81
DP600_05mm_u10_SB020_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,75,0.035,0.02,8.94,41.46,49.59,0.81
DP600_05mm_u10_SB020_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.2,75,0.05,0.02,8.94,46.34,44.72,1.63
DP600_05mm_u10_SB030_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,45,0.02,0.02,9.68,36.29,54.03,0.81
DP600_05mm_u10_SB030_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,45,0.035,0.02,10.48,38.71,50.81,2.42
DP600_05mm_u10_SB030_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,45,0.05,0.02,10.48,37.9,51.61,0.81
DP600_05mm_u10_SB030_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,55,0.02,0.02,8.94,34.96,56.1,0.81
DP600_05mm_u10_SB030_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,55,0.035,0.02,9.76,36.59,53.66,1.63
DP600_05mm_u10_SB030_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,55,0.05,0.02,10.57,38.21,51.22,2.44
DP600_05mm_u10_SB030_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,65,0.02,0.02,8.87,37.9,53.23,0.81
DP600_05mm_u10_SB030_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,65,0.035,0.02,10.48,34.68,54.84,0.0
DP600_05mm_u10_SB030_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,65,0.05,0.02,10.48,37.1,52.42,0.81
DP600_05mm_u10_SB030_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,75,0.02,0.02,8.94,37.4,53.66,1.63
DP600_05mm_u10_SB030_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,75,0.035,0.02,8.94,37.4,53.66,0.81
DP600_05mm_u10_SB030_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.3,75,0.05,0.02,10.48,41.13,48.39,0.81
DP600_05mm_u10_SB040_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,45,0.02,0.02,8.94,37.4,53.66,1.63
DP600_05mm_u10_SB040_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,45,0.035,0.02,9.68,39.52,50.81,0.81
DP600_05mm_u10_SB040_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,45,0.05,0.02,11.38,42.28,46.34,3.25
DP600_05mm_u10_SB040_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,55,0.02,0.02,8.94,35.77,55.28,1.63
DP600_05mm_u10_SB040_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,55,0.035,0.02,8.94,43.09,47.97,1.63
DP600_05mm_u10_SB040_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,55,0.05,0.02,11.29,38.71,50.0,1.61
DP600_05mm_u10_SB040_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,65,0.02,0.02,8.87,37.1,54.03,3.23
DP600_05mm_u10_SB040_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,65,0.035,0.02,9.76,39.02,51.22,0.81
DP600_05mm_u10_SB040_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,65,0.05,0.02,10.48,38.71,50.81,1.61
DP600_05mm_u10_SB040_SW75_SH08_SR005_MR002_ausgewertet.xlsx,DP600,14.9,23.4,381.5,628.3,0.5,10,0.4,75,0.05,0.02,11.9,39.68,48.41,2.38
DP600_05mm_u10_SB050_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,45,0.02,0.02,8.87,37.1,54.03,1.61
DP600_05mm_u10_SB050_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,45,0.035,0.02,9.68,41.13,49.19,1.61
DP600_05mm_u10_SB050_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,45,0.05,0.02,11.9,38.89,49.21,2.38
DP600_05mm_u10_SB050_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,55,0.02,0.02,8.87,33.87,57.26,0.81
DP600_05mm_u10_SB050_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,55,0.05,0.02,9.76,38.21,52.03,2.44
DP600_05mm_u10_SB050_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,65,0.02,0.02,8.87,31.45,59.68,3.23
DP600_05mm_u10_SB050_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,65,0.05,0.02,10.48,42.74,46.77,0.81
DP600_05mm_u10_SB050_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,75,0.02,0.02,8.87,38.71,52.42,0.81
DP600_05mm_u10_SB050_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,75,0.035,0.02,9.76,35.77,54.47,0.81
DP600_05mm_u10_SB050_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,10,0.5,75,0.05,0.02,10.48,40.32,49.19,0.81
DP600_05mm_u15_SB010_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,45,0.02,0.02,7.94,50.0,42.06,3.17
DP600_05mm_u15_SB010_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,45,0.035,0.02,8.06,47.58,44.35,0.81
DP600_05mm_u15_SB010_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,45,0.05,0.02,8.73,51.59,39.68,0.79
DP600_05mm_u15_SB010_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,55,0.02,0.02,7.14,53.17,39.68,2.38
DP600_05mm_u15_SB010_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,55,0.035,0.02,7.26,56.45,36.29,1.61
DP600_05mm_u15_SB010_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,65,0.02,0.02,6.35,56.35,37.3,1.59
DP600_05mm_u15_SB010_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,65,0.035,0.02,6.5,56.1,37.4,0.81
DP600_05mm_u15_SB010_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,65,0.05,0.02,7.14,60.32,32.54,0.0
DP600_05mm_u15_SB010_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,75,0.02,0.02,6.35,56.35,37.3,0.79
DP600_05mm_u15_SB010_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,75,0.035,0.02,5.69,59.35,34.96,0.81
DP600_05mm_u15_SB010_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.1,75,0.05,0.02,6.45,59.68,33.87,0.0
DP600_05mm_u15_SB020_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,45,0.02,0.02,11.29,28.23,60.48,0.81
DP600_05mm_u15_SB020_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,45,0.035,0.02,11.38,34.96,53.66,2.44
DP600_05mm_u15_SB020_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,45,0.05,0.02,12.2,32.52,55.28,1.63
DP600_05mm_u15_SB020_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,55,0.02,0.02,11.38,32.52,56.1,1.63
DP600_05mm_u15_SB020_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,55,0.035,0.02,11.38,32.52,56.1,1.63
DP600_05mm_u15_SB020_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,55,0.05,0.02,12.9,35.48,51.61,2.42
DP600_05mm_u15_SB020_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,65,0.02,0.02,11.29,32.26,56.45,0.81
DP600_05mm_u15_SB020_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,65,0.035,0.02,11.38,34.15,54.47,0.81
DP600_05mm_u15_SB020_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,65,0.05,0.02,12.2,36.59,51.22,1.63
DP600_05mm_u15_SB020_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,75,0.02,0.02,10.57,30.08,59.35,0.81
DP600_05mm_u15_SB020_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,75,0.035,0.02,10.57,34.15,55.28,0.81
DP600_05mm_u15_SB020_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.2,75,0.05,0.02,12.9,33.87,53.23,0.81
DP600_05mm_u15_SB030_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,45,0.02,0.02,10.48,30.65,58.87,0.81
DP600_05mm_u15_SB030_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,45,0.035,0.02,12.2,29.27,58.54,0.81
DP600_05mm_u15_SB030_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,45,0.05,0.02,13.82,30.08,56.1,2.44
DP600_05mm_u15_SB030_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,55,0.02,0.02,10.57,30.08,59.35,0.81
DP600_05mm_u15_SB030_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,55,0.035,0.02,12.1,29.84,58.06,0.81
DP600_05mm_u15_SB030_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,55,0.05,0.02,13.71,29.84,56.45,2.42
DP600_05mm_u15_SB030_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,65,0.02,0.02,11.38,29.27,59.35,0.81
DP600_05mm_u15_SB030_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,65,0.035,0.02,12.2,30.89,56.91,0.81
DP600_05mm_u15_SB030_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,65,0.05,0.02,13.01,30.89,56.1,2.44
DP600_05mm_u15_SB030_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,75,0.02,0.02,11.29,33.87,54.84,0.81
DP600_05mm_u15_SB030_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,75,0.035,0.02,12.2,30.89,56.91,0.81
DP600_05mm_u15_SB030_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.3,75,0.05,0.02,13.82,26.02,60.16,1.63
DP600_05mm_u15_SB040_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,45,0.02,0.02,11.29,27.42,61.29,1.61
DP600_05mm_u15_SB040_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,45,0.035,0.02,12.1,32.26,55.65,1.61
DP600_05mm_u15_SB040_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,45,0.05,0.02,13.71,29.84,56.45,1.61
DP600_05mm_u15_SB040_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,55,0.02,0.02,11.38,33.33,55.28,2.44
DP600_05mm_u15_SB040_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,55,0.035,0.02,12.1,32.26,55.65,0.81
DP600_05mm_u15_SB040_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,55,0.05,0.02,13.71,28.23,58.06,0.81
DP600_05mm_u15_SB040_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,65,0.02,0.02,10.57,34.96,54.47,1.63
DP600_05mm_u15_SB040_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,65,0.035,0.02,12.2,32.52,55.28,2.44
DP600_05mm_u15_SB040_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,65,0.05,0.02,13.82,34.15,52.03,0.81
DP600_05mm_u15_SB040_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,75,0.02,0.02,10.57,31.71,57.72,0.81
DP600_05mm_u15_SB040_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,75,0.035,0.02,12.2,33.33,54.47,2.44
DP600_05mm_u15_SB040_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.4,75,0.05,0.02,13.82,30.89,55.28,0.81
DP600_05mm_u15_SB050_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,45,0.02,0.02,12.1,31.45,56.45,1.61
DP600_05mm_u15_SB050_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,45,0.035,0.02,12.7,27.78,59.52,1.59
DP600_05mm_u15_SB050_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,45,0.05,0.02,13.71,31.45,54.84,0.81
DP600_05mm_u15_SB050_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,55,0.02,0.02,11.29,29.03,59.68,2.42
DP600_05mm_u15_SB050_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,55,0.035,0.02,12.2,30.08,57.72,1.63
DP600_05mm_u15_SB050_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,55,0.05,0.02,13.71,29.84,56.45,0.0
DP600_05mm_u15_SB050_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,65,0.02,0.02,11.29,31.45,57.26,2.42
DP600_05mm_u15_SB050_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,65,0.035,0.02,12.7,31.75,55.56,3.17
DP600_05mm_u15_SB050_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,65,0.05,0.02,13.82,30.08,56.1,1.63
DP600_05mm_u15_SB050_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,75,0.02,0.02,11.29,37.1,51.61,0.81
DP600_05mm_u15_SB050_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,75,0.035,0.02,12.2,33.33,54.47,1.63
